Year,Actualized emission
Y0,936567587.0902913
Y1,828893798.3463067
Y2,758188260.5274888
Y3,741938231.3679457
Y4,693455585.356712
Y5,648212137.4623682
Y6,598024553.5869863
Y7,551329320.1814965
Y8,510776288.8486338
Y9,473258881.941948
Y10,438312425.09844816
Y11,408149677.30518675
Y12,379540405.63559085
Y13,352705613.53964305
Y14,327294444.0503261
Y15,304178548.9779852
Y16,284407142.7160098
Y17,266648677.51653817
Y18,251361893.8867872
Y19,234544362.99500674
Y20,218135235.00058305
Y21,207963885.56607872
Y22,198093391.24902567
Y23,188682973.14438516
Y24,177579278.28625482
Y25,166919835.1232527
Y26,159253924.59028
Y27,151670404.37169522
Y28,144448004.16351926
Y29,137569527.77478024
Y30,131018597.88074312
Y31,124779617.02927917
Y32,118837730.5040754
Y33,113178790.95626225
Y34,107789324.72024976
Y35,102656499.7335712
Y36,97768094.98435351
Y37,93112471.41367003
Y38,88678544.20349525
Y39,84455756.38428119
Y40,80434053.6993154
Y41,77350057.6701979
Y42,74443368.89403021
Y43,71654058.43132365
Y44,68968163.13121347
Y45,66393462.23851946
Y46,63609339.37822564
Y47,61092912.16623476
Y48,58183725.87260452
Y49,55413072.2596234
Y50,52774354.532974645
