Year,Actualized cost
Y0,50633370262.529076
Y1,101219830256.20953
Y2,159257647696.97922
Y3,85872396995.22627
Y4,82244032718.83205
Y5,78664546014.62622
Y6,74260834967.74066
Y7,69934085258.54922
Y8,63886729834.2603
Y9,58689337538.672615
Y10,55159083311.25352
Y11,47193190962.822975
Y12,44175259591.19499
Y13,41380187136.32694
Y14,38195720839.91456
Y15,35790263042.42311
Y16,35824592002.06656
Y17,33527901407.305656
Y18,30434581723.672543
Y19,28273583686.096188
Y20,25968252017.188812
Y21,26325030898.908512
Y22,25641563655.635994
Y23,24630725519.185074
Y24,23635850381.10313
Y25,22460892569.35333
Y26,20547039354.742878
Y27,19542337749.01618
Y28,18603091125.20038
Y29,17572684161.412235
Y30,16703156360.291658
Y31,14708409196.525444
Y32,13977833284.27324
Y33,13206409754.775316
Y34,12385969956.696472
Y35,11721533564.387447
Y36,10895509580.795385
Y37,10382193776.072655
Y38,9893415360.498875
Y39,9404381010.859156
Y40,8912651266.875422
Y41,9103255880.393364
Y42,8783438023.758701
Y43,8148484083.855078
Y44,7634212742.930521
Y45,7239450162.11626
Y46,6895165975.082899
Y47,6542014426.506228
Y48,6166871270.630107
Y49,5790092909.660613
Y50,5452856735.00867
